PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
265453934,21203253,0,2021-11-07T14:00:00,"1500 Block Belasco Ave Pittsburgh, PA 15216",Y,Beechview,6,99,907 Possessing Instruments of Crime. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1916,,,0,0
265460673,21203362,10,2021-11-07T19:14:00,"1200 Block Album St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1203,9,2,-79.9038827071428,40.4686952100576
265476326,21203199,0,2021-11-07T12:28:00,"5800 Block Alder St Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): Loud Knocking on door,705,8,2,-79.9303541160675,40.455445948806
266674863,21212227,6,2021-11-19T14:30:00,"Ruth St & Secane Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,3,5,-80.0049479139965,40.4222062800558
266674856,21211647,0,2021-11-22T00:00:00,Zone 5,N,,5,99,9999 9999 - (Misc. Incident): Possible sex assault ,,,,,
266738650,21212529,0,2021-11-23T23:15:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.9936135100542,40.466590276641
266738992,21212560,27,2021-11-24T00:41:00,"General Robinson St E & River Ave Pittsburgh, PA 15212",N,North Shore,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,2205,1,1,-79.9990128858562,40.4493298483815
265201261,21201098,14,2021-11-03T19:00:00,"Market St & Market Sq Pittsburgh, PA 15222",N,Strip District,2,CRIM MISCHIEF,3304 Criminal Mischief.,203,6,6,-80.0023983651274,40.4409500550323
265306218,21201536,4,2021-11-04T15:20:00,"500 Block Rosedale St Pittsburgh, PA 15221",N,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault. / 3304 Criminal Mischief.,1304,9,2,-79.8872610421047,40.449271108467
266426007,21210790,14,2021-11-20T15:00:00,"2700 Block Goshen St Pittsburgh, PA 15214",N,Spring Hill-City View,1,CRIM MISCHIEF,3304 Criminal Mischief.,2620,6,1,-80.007986535341,40.472709180168
266426569,21210796,0,2021-11-20T18:00:00,"1100 Block Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,99,9093 Indirect Criminal Contempt,1517,5,3,-79.9300133492648,40.4216561216069
266429134,21210875,99,2021-11-20T20:52:00,"400 Block Market St Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,,,0,0
266429652,21210850,6,2021-11-20T21:15:00,"500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.9950374437945,40.4287569781491
-3537038717,21210878,0,2021-11-20T20:45:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): ,1405,9,2,-79.8928013971768,40.4496546331193
266438162,21211017,3,2021-11-21T01:45:00,"500 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,ROBBERY,3701 Robbery. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2304,1,1,-80.0005722739975,40.4535002610431
266463578,21209604,26,2021-11-20T08:30:00,"4900 Block Gertrude St Pittsburgh, PA 15207",Y,Hazelwood,4,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,1515,5,3,-79.9426106154375,40.4102914998157
266466836,21211178,5,2021-11-21T11:34:00,"4000 Block Penn Ave Pittsburgh, PA 15201",N,Central Lawrenceville,2,BURGLARY,3502 Burglary.,902,7,2,-79.9579274529427,40.4651883742036
265710103,21205168,3,2021-11-10T19:03:00,"6900 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood West,5,ROBBERY,3701 Robbery.,1207,9,2,-79.9047251973376,40.4562718127453
265710475,21205021,5,2021-11-10T14:00:00,"5400 Block Broad St Pittsburgh, PA 15206",N,Garfield,5,BURGLARY,3502 Burglary.,1114,9,2,-79.9358071613606,40.4654201034803
265725158,21205279,3,2021-11-10T23:50:00,"100 Block E Amanda Ave Pittsburgh, PA 15210",N,Knoxville,3,ROBBERY,3701 Robbery. / 2706 Terroristic Threats.,3001,4,3,-79.988436607001,40.4008838787087
265727569,21205332,10,2021-11-11T02:20:00,"5200 Block Glenwood Ave Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault.,1515,5,3,-79.9397268915938,40.4064431967561
265750940,21205448,99,2021-11-11T09:16:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.9945910498533,40.4353346704734
265761497,21205492,6,2021-11-08T15:00:00,"5000 Block Lytle St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,1501,5,3,-79.9462905737231,40.40788810883
-3530117520,21204337,6,2021-11-09T10:00:00,"1500 Block Saw Mill Run Blvd Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2901,,,0,0
265341545,21201927,27,2021-11-05T07:12:00,"Pa Rt 28 Ramp & East Ohio St Ramp Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,,,0,0
265342855,21201944,6,2021-11-04T17:00:00,"30 Block S 27th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.9676921601326,40.4257827529209
265344611,21201968,6,2021-11-01T09:00:00,"700 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.9945318961147,40.4422741604836
265346240,21201966,27,2021-11-05T08:00:00,"200 Block Reifert St Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,3,5,-79.9921143140098,40.4081378138273
265348484,21201982,0,2021-11-05T09:48:00,"5400 Block Glenwood Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): School Shooting Threat,1515,5,3,-79.9386293956961,40.4034671705942
265350628,21202002,6,2021-10-27T09:00:00,"1100 Block N Negley Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1102,7,2,-79.9241774631546,40.4754707975804
265354982,21202075,10,2021-11-05T10:37:00,"1400 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,HARRASSMENT,2709(a) Harassment.,103,6,3,-79.9863133607321,40.4383779130496
265356023,21202091,11,2021-11-05T10:15:00,"5600 Block Elgin St Pittsburgh, PA 15206",N,Highland Park,5,IDENTITY THEFT,4120 Identity Theft,1102,,,0,0
265358606,21202113,27,2021-11-05T09:15:00,"2700 Block Mission St Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1608,3,3,-79.9691968813223,40.4221887548071
265362922,21202225,10,2021-11-05T15:00:00,"Ohio River Blvd & Mckees Rocks Brg Pittsburgh, PA 15212",Y,Brighton Heights,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,1,1,-80.0438525222314,40.4795625086697
265376355,21202435,99,2021-11-06T00:11:00,"900 Block Rosselle Ct Pittsburgh, PA 15207",N,Glen Hazel,4,ACCIDENTAL FIRE,9018 Accidental Fire / 9999 9999 - (Misc. Incident): ,1504,,,0,0
-3530107367,21202399,6,2021-11-05T21:56:00,"20 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1807,3,5,-80.0049238597881,40.4267009632189
266702038,21212315,11,2021-11-23T15:00:00,"5600 Block Woodmont St Pittsburgh, PA 15217",N,Squirrel Hill North,4,IDENTITY THEFT,4120 Identity Theft,1403,8,3,-79.9277969604097,40.4419606250664
266709736,21212350,10,2021-11-23T02:10:00,"400 Block Fairywood St Pittsburgh, PA 15205",Y,Fairywood,6,SIMPLE ASSAULT,2701 Simple Assault.,2808,2,5,-80.0795806136067,40.4472002190881
266714249,21212414,6,2021-11-23T17:53:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-80.0002903704474,40.4405261905044
266726005,21212468,0,2021-11-23T20:03:00,"1800 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,99,9994 PFA Service,103,6,3,-79.9813236408135,40.4373720231649
266731119,21202305,20,2021-11-05T19:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Homewood North,5,INTERFER/CUSTODY OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 2904 Interference with Custody of Children. / 2901 Kidnapping. / 903 Criminal Conspiracy.,1302,6,6,-79.9931846836602,40.4350718181921
266736596,21211819,10,2021-11-22T16:39:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Esplen,6,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2017,6,6,-79.9931846836602,40.4350718181921
266739656,21212546,0,2021-11-24T00:01:00,"2200 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2902,4,3,-79.9869130439349,40.3911850619477
265505349,21196288,5,2021-10-27T04:02:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1609,6,6,-79.9960409452176,40.4350395659105
265531254,21203856,10,2021-11-08T16:28:00,"300 Block Saline St Pittsburgh, PA 15207",Y,Greenfield,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1516,5,3,-79.948765238461,40.4268560983987
265537227,21203964,0,2021-11-08T19:35:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1702,3,3,-79.976432641371,40.4303408118696
265551305,21204109,27,2021-11-09T02:26:00,"1800 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9807087025252,40.4269507115421
265569241,21204229,11,2021-11-04T16:51:00,"7400 Block Monticello St Pittsburgh, PA 15208",N,Highland Park,5,CREDIT CARDS,4106 Access Device Fraud,1106,9,2,-79.8910159259068,40.4583216061301
266894534,21213387,6,2021-11-25T15:02:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0027419046433,40.4440473749963
266895796,21213394,6,2021-11-25T12:00:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1403,5,3,-79.9228071341134,40.4379109890663
266900818,21213438,99,2021-11-25T18:32:00,"4000 Block Stilwell St Pittsburgh, PA 15214",Y,Perry North,1,MENTAL 201/302,9498 302 (Mental),2602,1,1,-80.0239430139066,40.490849215562
266928720,21213688,23,2021-11-26T11:01:00,"Fort Duquesne Blvd & 7th St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-80.0008672588076,40.4446333846099
265346642,21201941,21,2021-11-05T08:15:00,"S Braddock Ave & Guthrie St Pittsburgh, PA 15221",Y,Regent Square,4,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,1410,9,3,-79.8970556464255,40.4383100433801
265359741,21202157,10,2021-11-05T06:50:00,"Blvd Of The Allies & Craft Ave Pittsburgh, PA 15213",N,South Oakland,4,HARRASSMENT,2709 Harassment (Non-Specific),409,6,3,-79.9615305128041,40.4358440410729
265359786,21202159,11,2021-11-02T00:01:00,"1900 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,CREDIT CARDS,4106 Access Device Fraud,305,6,3,-79.9809089877974,40.4431918218873
265359954,21202160,27,2021-11-04T08:00:00,"1200 Block Breed St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,,,0,0
265361225,21202191,6,2021-11-04T20:30:00,"700 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,201,8,3,-79.9055271749205,40.4502961014695
265361394,21202192,6,2021-10-31T00:01:00,"200 Block Meyran Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,405,3,3,-79.9582252389536,40.440309406601
265362154,21202199,0,2021-11-05T14:45:00,"Darlington Rd & Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1408,5,3,-79.9192406797788,40.4371262040166
265362233,21202239,11,2021-11-05T14:30:00,"2900 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,CREDIT CARDS,4106 Access Device Fraud,2018,2,5,-80.0504243954382,40.45572961317
265363012,21202183,6,2021-11-05T14:00:00,"100 Block Sandusky St S Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2205,1,6,-80.0018906795226,40.4483554483548
265365230,21202149,6,2021-11-05T15:25:00,"Centre Ave & Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1113,8,2,-79.9250465675207,40.4599618693446
265365868,21202295,11,2021-11-04T16:41:00,"700 Block Anaheim St Pittsburgh, PA 15219",N,Upper Hill,2,CREDIT CARDS,4106 Access Device Fraud,506,6,3,-79.9631641346142,40.4526255342625
265366510,21202299,6,2021-10-30T05:00:00,"200 Block Gross St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,809,7,2,-79.9445272676255,40.4647285168298
265371340,21202389,99,2021-11-05T22:42:00,"1900 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2614,,,0,0
266470172,21210599,6,2021-11-20T10:13:00,"2100 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 4120 Identity Theft / 4106 Access Device Fraud,1413,5,3,-79.9278665557045,40.4323891148543
266475832,21211249,6,2021-11-21T14:25:00,"600 Block East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant / 9501 Bench Warrant / 907 Possessing Instruments of Crime.,2304,1,1,-79.9989780720766,40.4539777944947
266490742,21211392,0,2021-11-21T20:36:00,"N Highland Ave & Harvard Sq Pittsburgh, PA 15206",Y,East Liberty,5,99,627.02(b)(i) Possessing a small amount of marijuana,1115,9,2,-79.9240821259334,40.4630800387928
266494364,21211360,0,2021-11-21T18:49:00,"5th Ave & Maryland Ave Pittsburgh, PA 15232",Y,Shadyside,4,DUI - GENERAL IMPAIRMENT,3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,706,8,3,-79.9275115853894,40.4505219926924
266538807,21211600,6,2021-11-22T07:30:00,"3200 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT FROM AUTO,3934 Theft from Vehicle,2022,2,5,-80.0643987926921,40.4539354310333
266545023,21211611,6,2021-11-21T21:00:00,"700 Block Village Rd Pittsburgh, PA 15205",N,Fairywood,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2808,2,5,-80.0771521067477,40.4502543342076
266547614,21211639,6,2021-11-22T10:00:00,"7600 Block Hamilton Ave Pittsburgh, PA 15221",N,Homewood South,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1304,9,2,-79.8910696074733,40.4528606040407
266547831,21211650,6,2021-11-22T11:30:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
266557745,21211688,14,2021-11-20T20:30:00,"200 Block 9th St Pittsburgh, PA 15222",N,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,,,0,0
265771420,21205566,10,2021-11-11T14:00:00,"Bidwell St & Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3736 Reckless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3335 Signals by Hand and Arm or Signal Lamps. / 4524 Windshield Obstructions and Wipers. / 3714 Careless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs.,2107,6,1,-80.0209899143194,40.4540383592
265771467,21205593,11,2021-11-01T12:00:00,"4100 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,CREDIT CARDS,4106 Access Device Fraud,2708,,,0,0
265774804,21205636,11,2021-11-08T12:00:00,"900 Block Village Rd Pittsburgh, PA 15205",N,Fairywood,6,IDENTITY THEFT,4120 Identity Theft,2808,2,5,-80.078326647823,40.4500944762397
265775459,21205612,6,2021-11-11T15:30:00,"1400 Block Transverse Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2902,4,3,-79.9842490981742,40.4028932844141
265785245,21205715,27,2021-11-11T17:48:00,"1700 Block Tustin St Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3714 Careless Driving,103,6,3,-79.982670269078,40.4371076508582
265791590,21205766,99,2021-11-11T18:23:00,"5800 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,5,DRUG INVESTIGATION,9124 Drug Investigation,1115,7,2,-79.9307162018236,40.4590190782052
265793620,21205676,99,2021-11-11T16:50:00,"3900 Block Raff St Pittsburgh, PA 15207",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1516,,,0,0
265793955,21205764,5,2021-11-11T19:32:00,"5100 Block Chaplain Way Pittsburgh, PA 15207",N,Hazelwood,4,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault. / 3503 Criminal Trespass / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1501,,,0,0
265795264,21205809,6,2021-11-11T20:45:00,"Forest Way & N Lang Ave Pittsburgh, PA 15208",N,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle,1301,9,2,-79.8983605738081,40.4583542030477
265797461,21205846,17,2021-11-11T22:04:00,Zone 4,N,,4,INDECENT EXPOSURE,3127 Indecent Exposure.,,,,,
264907770,21198749,10,2021-10-30T21:38:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,2709(a) Harassment. / 2701 Simple Assault. / 5503 Disorderly Conduct.,1702,3,3,-79.9833100173741,40.4286928036566
265917006,21207350,11,2021-11-14T10:08:00,"2500 Block Saw Mill Run Blvd Pittsburgh, PA 15227",N,Overbrook,3,IDENTITY THEFT,4120 Identity Theft,3204,4,5,-79.9956937672619,40.3817590348746
265386075,21202517,24,2021-11-06T04:43:00,"2100 Block Arlington Ave Pittsburgh, PA 15210",Y,Arlington,3,DUI - GENERAL IMPAIRMENT,5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3802(a)(1) DUI - General Impairment / 1786 Required Financial Responsibility. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving,1603,3,3,-79.9772868505758,40.4176808511036
-3530107383,21202573,14,2021-11-06T09:59:00,"100 Block Pius St Pittsburgh, PA 15203",N,South Side Slopes,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1706,3,3,-79.9811461195148,40.4243332358185
265410790,21202755,14,2021-11-06T15:47:00,"River Ave & Warfield St Pittsburgh, PA 15212",N,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief.,2205,1,1,-79.9937413928008,40.4512082062325
-3320028119,21203093,6,2021-11-07T06:20:00,"900 Block Sterrett St Pittsburgh, PA 15208",N,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle,1302,9,2,-79.8941278853255,40.4569318354934
265436879,21203098,0,2021-11-07T08:00:00,"8300 Block Nimick Pl Pittsburgh, PA 15221",Y,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,9,2,-79.8796316803976,40.4505732440371
265446932,21203205,10,2021-11-07T12:38:00,"400 Block Forbes Ave Pittsburgh, PA 15219",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3743 Accidents Involving Damage to Attended Veh. or Property",201,8,3,-79.9525636026632,40.4428964814583
265449802,21203239,6,2021-11-07T09:00:00,"500 Block S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1406,9,3,-79.897431992071,40.4421964748957
265454356,21203292,6,2021-11-07T15:40:00,"Overlook Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1408,5,3,-79.9465478584898,40.4349096275899
265454510,21203276,6,2021-11-07T15:30:00,"Overlook Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1408,5,3,-79.9465478584898,40.4349096275899
265460523,21203381,99,2021-11-07T19:44:00,"300 Block Sapphire Way Pittsburgh, PA 15224",N,Bloomfield,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,802,7,2,-79.9503602130675,40.4623260816273
266789033,21212754,0,2021-11-24T10:55:00,"1900 Block Bedford Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9834256010714,40.4459289371072
266803086,21121806,0,2021-11-24T12:30:00,"400 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0010801398374,40.4394331511613
266805927,21212838,0,2021-11-24T13:56:00,"3700 Block Mayfair St Pittsburgh, PA 15204",N,Windgap,6,99,9999 9999 - (Misc. Incident): Shot Spotter one round,2807,2,5,-80.0821294784414,40.4573537564866
266838253,21212994,0,2021-11-24T18:40:00,"Liberty Brg Pittsburgh, PA 15222",N,Central Business District,2,99,3744 Duty to Give Information and Render Aid,201,6,6,-80.0015765054593,40.4418076849179
266851905,21213144,17,2021-11-25T01:41:00,"Edgebrook Ave & Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,INCEST,4302 Periods for Requiring Lighted Lamps. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 1311 Registration Card to be Signed and Exhibited on Demand.,1806,4,5,-80.0006830370259,40.4020866981039
265599583,21204373,27,2021-11-09T14:25:00,"Saw Mill Run Blvd & Bausman St Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1806,4,5,-80.0060706441922,40.4110770792173
265602768,21204371,27,2021-11-09T14:05:00,"Penn Ave & N Millvale Ave Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1017,7,2,-79.9452346817587,40.465305297982
265606562,21204381,11,2021-11-06T12:00:00,"5600 Block Callowhill St Pittsburgh, PA 15206",N,Highland Park,5,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,1102,7,2,-79.9228292606451,40.4786899131583
265606587,21204384,27,2021-11-09T14:01:00,"Ella St & Gangwish St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,903,7,2,-79.9511445979747,40.4638591325474
265609111,21204433,10,2021-11-09T16:34:00,"Tecumseh St & 2nd Ave Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT,2709 Harassment (Non-Specific),1515,5,3,-79.94368327596,40.4085788132672
265610983,21204416,6,2021-11-09T16:29:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant",1702,3,3,-79.976432641371,40.4303408118696
265614095,21204487,23,2021-11-09T17:50:00,"Fort Duquesne Blvd & 7th St Brg Pittsburgh, PA 15222",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2205,6,6,-80.0008672588076,40.4446333846099
265614111,21204482,11,2021-11-09T12:00:00,"100 Block 41st St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT BY DECEPTION,3922 Theft by Deception.,901,,,0,0
265616849,21204523,23,2021-11-09T19:04:00,"100 Block 6th Ter Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,,,0,0
265619414,21204599,26,2021-11-09T21:40:00,"200 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,3001,,,0,0
265620482,21204470,10,2021-11-09T17:55:00,"300 Block S Winebiddle St Pittsburgh, PA 15224",Y,Bloomfield,5,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,806,9,2,-79.9425098736078,40.4664984181296
265636297,21204634,11,2021-11-09T23:52:00,"500 Block Taylor St Pittsburgh, PA 15212",N,Spring Garden,1,CREDIT CARDS,4106 Access Device Fraud,2412,1,1,-80.0123390079871,40.4565746724923
266937040,21213188,23,2021-11-25T02:27:00,"Walnut St & Bellefonte St Pittsburgh, PA 15232",Y,Shadyside,4,PUBLIC DRUNKENESS,5505 Public Drunkenness,703,8,2,-79.9338521316417,40.4511656999697
266938282,21213802,11,2021-11-26T16:34:00,"700 Block Anaheim St Pittsburgh, PA 15219",N,Upper Hill,2,CREDIT CARDS,4106 Access Device Fraud,506,6,3,-79.9631641346142,40.4526255342625
266939473,21213815,6,2021-11-26T16:56:00,"8600 Block Bricelyn St Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1306,9,2,-79.8743592274177,40.4578647734886
